AGENCYID,AGENCYTITLE,CLASSIFICATION,SERVICETYPE,FULLORPARTTIME,ANNUALSALARY
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$77,664.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$77,664.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$77,652.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$77,592.00 "
58030,OUS - Oregon State University,Assistant Professor(Extension),Faculty,Full-Time,"$77,592.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$77,592.00 "
58030,OUS - Oregon State University,Manager 1-Res Vessel Cptn,Executive/Admin and managerial,Full-Time,"$77,532.00 "
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,"$77,400.00 "
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,"$77,400.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$77,391.00 "
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,"$77,316.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$77,265.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$77,265.00 "
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,"$77,265.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$77,265.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$77,265.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$77,265.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$77,265.00 "
58030,OUS - Oregon State University,Coordinator-IT Project 1,Other professionals,Full-Time,"$77,256.00 "
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,"$77,256.00 "
58030,OUS - Oregon State University,Specialist 2-Port Engineer,Other professionals,Full-Time,"$77,256.00 "
58030,OUS - Oregon State University,Administrator 2-Health,Executive/Admin and managerial,Full-Time,"$77,256.00 "
58030,OUS - Oregon State University,Manager 1-Procurement,Executive/Admin and managerial,Full-Time,"$77,256.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$77,256.00 "
58030,OUS - Oregon State University,Coordinator-Work/Life,Other professionals,Full-Time,"$77,256.00 "
58030,OUS - Oregon State University,Manager 1-Marine Tech,Executive/Admin and managerial,Full-Time,"$77,256.00 "
58030,OUS - Oregon State University,Administrator 3-Univ Bus Ops,Executive/Admin and managerial,Full-Time,"$77,256.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$77,256.00 "
58030,OUS - Oregon State University,Specialist 2-Univ Inst Tech,Other professionals,Full-Time,"$77,256.00 "
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,"$77,232.00 "
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,"$77,220.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$77,175.00 "
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,"$77,136.00 "
58030,OUS - Oregon State University,Coordinator-PAC12 Md Asst COA,Other professionals,Full-Time,"$77,136.00 "
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,"$77,136.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$77,121.00 "
58030,OUS - Oregon State University,Associate Professor (Practice),Faculty,Full-Time,"$77,022.00 "
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,"$77,004.00 "
58030,OUS - Oregon State University,Administrator 3-Dept/Colg Mktg,Executive/Admin and managerial,Full-Time,"$77,004.00 "
58030,OUS - Oregon State University,Administrator 2-Student Servs,Executive/Admin and managerial,Full-Time,"$77,004.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$76,977.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$76,956.00 "
58030,OUS - Oregon State University,Administrator 2-Contr & Compl,Executive/Admin and managerial,Full-Time,"$76,596.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$76,581.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$76,488.00 "
58030,OUS - Oregon State University,Coordinator-Equity & Incl,Other professionals,Full-Time,"$76,488.00 "
58030,OUS - Oregon State University,Officer-Compl 1,Other professionals,Full-Time,"$76,488.00 "
58030,OUS - Oregon State University,Administrator 2-Dining,Executive/Admin and managerial,Full-Time,"$76,440.00 "
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,"$76,404.00 "
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,"$76,368.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$76,362.00 "
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,"$76,344.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$76,272.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$76,266.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$76,230.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$76,230.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$76,230.00 "
58030,OUS - Oregon State University,Administrator 3-Non Rev H-COA,Executive/Admin and managerial,Full-Time,"$76,008.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$76,008.00 "
58030,OUS - Oregon State University,Officer-Compl 1,Other professionals,Full-Time,"$76,008.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$75,948.00 "
58030,OUS - Oregon State University,Administrator 3-Operations,Executive/Admin and managerial,Full-Time,"$75,936.00 "
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,"$75,828.00 "
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,"$75,792.00 "
58030,OUS - Oregon State University,Administrator 2-Acad & Res IT,Executive/Admin and managerial,Full-Time,"$75,720.00 "
58030,OUS - Oregon State University,Administrator 2-Acad Intl Prog,Executive/Admin and managerial,Full-Time,"$75,720.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$75,720.00 "
58030,OUS - Oregon State University,Administrator 3-Res & Serv Ops,Executive/Admin and managerial,Full-Time,"$75,648.00 "
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,"$75,648.00 "
58030,OUS - Oregon State University,Administrator 2-Univ Housing,Executive/Admin and managerial,Full-Time,"$75,600.00 "
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,"$75,576.00 "
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,"$75,468.00 "
58030,OUS - Oregon State University,Fiscal Coordinator 2,Classified Staff,Full-Time,"$75,444.00 "
58030,OUS - Oregon State University,Radiation Protectn Tchnlgst 3,Classified Staff,Full-Time,"$75,444.00 "
58030,OUS - Oregon State University,Fiscal Coordinator 2,Classified Staff,Full-Time,"$75,444.00 "
58030,OUS - Oregon State University,Administrator 1-SC&A Res Ctr,Executive/Admin and managerial,Full-Time,"$75,360.00 "
58030,OUS - Oregon State University,Specialist 1-Psychologist,Other professionals,Full-Time,"$75,300.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$75,204.00 "
58030,OUS - Oregon State University,Administrator 2-Acad Programs,Executive/Admin and managerial,Full-Time,"$75,204.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$75,204.00 "
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$75,192.00 "
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,"$75,108.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$75,105.00 "
58030,OUS - Oregon State University,Specialist 2-IT Web,Other professionals,Full-Time,"$75,084.00 "
58030,OUS - Oregon State University,Administrator 2-Student Servs,Executive/Admin and managerial,Full-Time,"$75,012.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$75,012.00 "
58030,OUS - Oregon State University,Manager 1-R&D Lab,Executive/Admin and managerial,Full-Time,"$75,012.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$75,006.00 "
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,"$75,006.00 "
58030,OUS - Oregon State University,Coordinator-Athletic Program,Other professionals,Full-Time,"$75,000.00 "
58030,OUS - Oregon State University,Manager 1-IT 1,Executive/Admin and managerial,Full-Time,"$75,000.00 "
58030,OUS - Oregon State University,Assistant Professor(Extension),Faculty,Full-Time,"$75,000.00 "
58030,OUS - Oregon State University,Coordinator-Ext Relations,Other professionals,Full-Time,"$75,000.00 "
58030,OUS - Oregon State University,Specialist 2-Mktg & Outreach,Other professionals,Full-Time,"$75,000.00 "
58030,OUS - Oregon State University,Specialist 2-IT Res,Other professionals,Full-Time,"$75,000.00 "
58030,OUS - Oregon State University,Administrator 2-Univ Housing,Executive/Admin and managerial,Full-Time,"$75,000.00 "
58030,OUS - Oregon State University,Specialist 2-Assoc Trainer,Other professionals,Full-Time,"$75,000.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,997.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$74,952.00 "
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,"$74,940.00 "
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,"$74,916.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,907.00 "
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,"$74,904.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,853.00 "
58030,OUS - Oregon State University,Specialist 2-Project Architect,Other professionals,Full-Time,"$74,784.00 "
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,"$74,740.00 "
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,"$74,688.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$74,688.00 "
58030,OUS - Oregon State University,Officer-Contracts,Other professionals,Full-Time,"$74,676.00 "
58030,OUS - Oregon State University,Specialist 2-Comput Scientist,Other professionals,Full-Time,"$74,652.00 "
58030,OUS - Oregon State University,Specialist 2-Const Mgr,Other professionals,Full-Time,"$74,628.00 "
58030,OUS - Oregon State University,Coordinator-Ext Relations,Other professionals,Full-Time,"$74,544.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$74,502.00 "
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,"$74,496.00 "
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,"$74,424.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$74,358.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$74,349.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$74,313.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,178.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,178.00 "
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,"$74,178.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$74,178.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Coordinator-Cap Const Proj Mgr,Other professionals,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Administrator 3-Operations,Executive/Admin and managerial,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Supervisor-Web,Executive/Admin and managerial,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Manager 1-Campus Administrator,Executive/Admin and managerial,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Officer-Industry Contracts,Other professionals,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Manager 1-Campus Administrator,Executive/Admin and managerial,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,160.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$74,133.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$74,064.00 "
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$74,028.00 "
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,"$74,004.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$73,980.00 "
58030,OUS - Oregon State University,Specialist 2-Network,Other professionals,Full-Time,"$73,956.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$73,946.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$73,848.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$73,818.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$73,728.00 "
58030,OUS - Oregon State University,Info Technology Consultant,Classified Staff,Full-Time,"$73,644.00 "
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,"$73,512.00 "
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,"$73,512.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$73,512.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$73,440.00 "
58030,OUS - Oregon State University,Specialist 2-Network,Other professionals,Full-Time,"$73,380.00 "
58030,OUS - Oregon State University,Administrator 2-Contr & Compl,Executive/Admin and managerial,Full-Time,"$73,368.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$73,296.00 "
58030,OUS - Oregon State University,Administrator 1-Acad Program 1,Executive/Admin and managerial,Full-Time,"$73,212.00 "
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,"$73,200.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$73,188.00 "
58030,OUS - Oregon State University,Administrator 2-Univ Events,Executive/Admin and managerial,Full-Time,"$73,140.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$73,140.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$73,134.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$73,134.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$73,071.00 "
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$73,020.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$73,008.00 "
58030,OUS - Oregon State University,Manager 1-IT 1,Executive/Admin and managerial,Full-Time,"$73,008.00 "
58030,OUS - Oregon State University,Manager 1-IT 1,Executive/Admin and managerial,Full-Time,"$73,008.00 "
58030,OUS - Oregon State University,Administrator 2-Student Condct,Executive/Admin and managerial,Full-Time,"$73,008.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$72,954.00 "
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,"$72,924.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$72,900.00 "
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,"$72,888.00 "
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,"$72,852.00 "
58030,OUS - Oregon State University,Specialist 2-Engineer,Other professionals,Full-Time,"$72,828.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$72,765.00 "
58030,OUS - Oregon State University,Administrator 2-Ext CampusMktg,Executive/Admin and managerial,Full-Time,"$72,756.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,720.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$72,549.00 "
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,"$72,480.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$72,477.00 "
58030,OUS - Oregon State University,Coordinator-Ext Relations,Other professionals,Full-Time,"$72,420.00 "
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,"$72,408.00 "
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,"$72,324.00 "
58030,OUS - Oregon State University,Administrator 2-Student Servs,Executive/Admin and managerial,Full-Time,"$72,228.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$72,207.00 "
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,"$72,192.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$72,189.00 "
58030,OUS - Oregon State University,Info Technology Consultant,Classified Staff,Full-Time,"$72,168.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$72,156.00 "
58030,OUS - Oregon State University,Analyst-Institutional Research,Other professionals,Full-Time,"$72,144.00 "
58030,OUS - Oregon State University,Specialist 1-Psychologist,Other professionals,Full-Time,"$72,120.00 "
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,"$72,120.00 "
58030,OUS - Oregon State University,Specialist 2-Paralegal,Other professionals,Full-Time,"$72,120.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,108.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,108.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,108.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,108.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$72,108.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,108.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,108.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,108.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,108.00 "
58030,OUS - Oregon State University,Administrator 2-Dept/Colg Mktg,Executive/Admin and managerial,Full-Time,"$72,096.00 "
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,"$72,060.00 "
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$72,024.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,000.00 "
58030,OUS - Oregon State University,Administrator 2-Stud Intl Prog,Executive/Admin and managerial,Full-Time,"$72,000.00 "
58030,OUS - Oregon State University,Officer-Compl 2,Other professionals,Full-Time,"$72,000.00 "
58030,OUS - Oregon State University,Coordinator-Ext Relations,Other professionals,Full-Time,"$72,000.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,000.00 "
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,"$72,000.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,000.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,000.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,000.00 "
58030,OUS - Oregon State University,Officer-Employment,Other professionals,Full-Time,"$72,000.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$72,000.00 "
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,"$71,928.00 "
58030,OUS - Oregon State University,Elevator Mechanic,Classified Staff,Full-Time,"$71,904.00 "
58030,OUS - Oregon State University,Mid-level Medical Practitioner,Classified Staff,Full-Time,"$71,904.00 "
58030,OUS - Oregon State University,Research Analyst 4,Classified Staff,Full-Time,"$71,904.00 "
58030,OUS - Oregon State University,Fiscal Coordinator 2,Classified Staff,Full-Time,"$71,904.00 "
58030,OUS - Oregon State University,Elevator Mechanic,Classified Staff,Full-Time,"$71,904.00 "
58030,OUS - Oregon State University,Specialist 2-Forestry,Other professionals,Full-Time,"$71,892.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$71,784.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$71,784.00 "
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,"$71,784.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$71,613.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$71,613.00 "
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,"$71,604.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$71,604.00 "
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,"$71,568.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$71,424.00 "
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,"$71,364.00 "
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,"$71,268.00 "
58030,OUS - Oregon State University,Specialist 1-Pharmacist,Other professionals,Full-Time,"$71,253.00 "
58030,OUS - Oregon State University,Administrator 3-Dept/Colg Mktg,Executive/Admin and managerial,Full-Time,"$71,208.00 "
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,"$71,172.00 "
58030,OUS - Oregon State University,Administrator 3-Operations,Executive/Admin and managerial,Full-Time,"$71,124.00 "
58030,OUS - Oregon State University,Administrator 2-Rec Sports,Executive/Admin and managerial,Full-Time,"$71,124.00 "
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,"$71,100.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$71,082.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$71,078.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$71,076.00 "
58030,OUS - Oregon State University,Assistant Professor (Practice),Faculty,Full-Time,"$71,004.00 "
58030,OUS - Oregon State University,Coordinator-Res Program,Other professionals,Full-Time,"$71,004.00 "
58030,OUS - Oregon State University,Administrator 3-Operations,Executive/Admin and managerial,Full-Time,"$70,992.00 "
58030,OUS - Oregon State University,Specialist 2-Network,Other professionals,Full-Time,"$70,836.00 "
58030,OUS - Oregon State University,Senior Instructor II,Faculty,Full-Time,"$70,812.00 "
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,"$70,776.00 "
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$70,764.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,713.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,713.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$70,704.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,704.00 "
58030,OUS - Oregon State University,Coordinator-Licensing,Other professionals,Full-Time,"$70,704.00 "
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,"$70,704.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$70,696.00 "
58030,OUS - Oregon State University,Administrator 2-Unit Bus Ops,Executive/Admin and managerial,Full-Time,"$70,692.00 "
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,"$70,680.00 "
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,"$70,644.00 "
58030,OUS - Oregon State University,Administrator 1-Res Ctr/Inst,Executive/Admin and managerial,Full-Time,"$70,572.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,551.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$70,470.00 "
58030,OUS - Oregon State University,Info Technology Consultant,Classified Staff,Full-Time,"$70,380.00 "
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,"$70,344.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,290.00 "
58030,OUS - Oregon State University,Manager 1-Unit Administrator,Executive/Admin and managerial,Full-Time,"$70,272.00 "
58030,OUS - Oregon State University,Officer-Contracts,Other professionals,Full-Time,"$70,188.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,155.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,152.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,152.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,152.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,152.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,152.00 "
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,"$70,140.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,140.00 "
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,"$70,104.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$70,056.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$70,047.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$70,047.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$70,047.00 "
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,"$70,044.00 "
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,"$70,032.00 "
58030,OUS - Oregon State University,Manager 1-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,"$70,008.00 "
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,"$70,008.00 "
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,"$70,008.00 "
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,"$70,008.00 "
58030,OUS - Oregon State University,Coordinator-Rev Olym Asst COA,Other professionals,Full-Time,"$70,008.00 "
58030,OUS - Oregon State University,Coordinator-Ext Relations,Other professionals,Full-Time,"$70,008.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$70,002.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$70,002.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$70,002.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$70,002.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$70,002.00 "
