AGENCYID,AGENCYTITLE,CLASSIFICATION,SERVICETYPE,FULLORPARTTIME,ANNUALSALARY
58090,OUS - Portland State University,SHC UP Dietician,Other professionals,Full-Time,"$55,548.00 "
58090,OUS - Portland State University,MTH UP Prof,Faculty,Full-Time,"$92,331.00 "
58090,OUS - Portland State University,LAS UP Health Sciences Advisor,Other professionals,Full-Time,"$44,496.00 "
58090,OUS - Portland State University,Early Childhood Asso Teacher,Classified Staff,Full-Time,"$27,871.00 "
58090,OUS - Portland State University,TAD UT Salary Pool < .50,Faculty,Full-Time,"$19,992.00 "
58090,OUS - Portland State University,OGS UP Grad Stdt Services Coor,Other professionals,Full-Time,"$50,004.00 "
58090,OUS - Portland State University,OIT UX Asc Dir Acad&Rsrch Com,Executive/Admin and managerial,Full-Time,"$85,896.00 "
58090,OUS - Portland State University,MTH UX Dept Administrator,Other professionals,Full-Time,"$50,964.00 "
58090,OUS - Portland State University,ACS UP Asst Dir/Career Cnslor,Other professionals,Full-Time,"$62,748.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,POL UP Professor,Faculty,Full-Time,"$95,688.00 "
58090,OUS - Portland State University,ESL UP Activities Coordinator,Other professionals,Full-Time,"$51,804.00 "
58090,OUS - Portland State University,SSW UX Field Program Director,Executive/Admin and managerial,Full-Time,"$61,974.00 "
58090,OUS - Portland State University,EDU UT CI Cohort Pool,Faculty,Part-Time,"$1,250.00 "
58090,OUS - Portland State University,WSC UP Asst Prof,Faculty,Full-Time,"$63,828.00 "
58090,OUS - Portland State University,CHE UT 12 mo Salary Pool <.50,Faculty,Part-Time,"$23,694.00 "
58090,OUS - Portland State University,Analyst Programmer,Classified Staff,Full-Time,"$57,557.00 "
58090,OUS - Portland State University,Analyst Programmer,Classified Staff,Full-Time,"$51,561.00 "
58090,OUS - Portland State University,MTH UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,RSP UX AsscVicePresforresearch,Executive/Admin and managerial,Full-Time,"$157,488.00 "
58090,OUS - Portland State University,IOA UP ReschAssoc/EvalSpecOGEC,Faculty,Full-Time,"$45,778.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,EDU UP Program Coord CEED,Other professionals,Full-Time,"$56,676.00 "
58090,OUS - Portland State University,CMP UP Asst Prof,Faculty,Full-Time,"$93,996.00 "
58090,OUS - Portland State University,ANT C Research Analyst 1 LlD,Classified Staff,Full-Time,"$32,551.00 "
58090,OUS - Portland State University,LIB UP BusEcnInstRefLibrarian,Other professionals,Full-Time,"$81,492.00 "
58090,OUS - Portland State University,CCJ UP Professor,Faculty,Full-Time,"$72,549.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$32,551.00 "
58090,OUS - Portland State University,SSW UT Salary Pool < .50,Faculty,Part-Time,"$7,080.00 "
58090,OUS - Portland State University,XCE UT Salary Pool < .50,Faculty,Part-Time,"$2,499.00 "
58090,OUS - Portland State University,LIN UP Senior Instructor II,Faculty,Full-Time,"$44,046.00 "
58090,OUS - Portland State University,CHE UP Rsch Asst PostDoc,Faculty,Full-Time,"$48,816.00 "
58090,OUS - Portland State University,CEN UP Rsch Asst Prof,Faculty,Full-Time,"$84,000.00 "
58090,OUS - Portland State University,RRI UT Salary Pool < .50,Faculty,Part-Time,"$6,867.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,PSY UT Salary Pool < .50,Faculty,Part-Time,"$6,664.00 "
58090,OUS - Portland State University,EDU UT SPED Cohort Pool,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,Accountant 2,Classified Staff,Full-Time,"$62,420.00 "
58090,OUS - Portland State University,ETM UX Department Manager,Other professionals,Full-Time,"$46,164.00 "
58090,OUS - Portland State University,"ATH UU Asst Coach, Football",Other professionals,Full-Time,"$34,644.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$29,972.00 "
58090,OUS - Portland State University,XCE UT Salary Pool < .50,Faculty,Part-Time,"$2,499.00 "
58090,OUS - Portland State University,LIB UX Gov Info Librarian,Other professionals,Full-Time,"$113,436.00 "
58090,OUS - Portland State University,Athletic Equipment Coordinator,Classified Staff,Full-Time,"$37,127.00 "
58090,OUS - Portland State University,Office Specialist 1,Classified Staff,Full-Time,"$27,871.00 "
58090,OUS - Portland State University,LIB UX Library Fiscal Analyst,Other professionals,Full-Time,"$53,244.00 "
58090,OUS - Portland State University,PHE UP Asst Prof,Faculty,Full-Time,"$47,561.00 "
58090,OUS - Portland State University,FLL UP Asst Prof,Faculty,Full-Time,"$59,499.00 "
58090,OUS - Portland State University,DRS UT Hourly AFT,Faculty,Full-Time,"$44,095.00 "
58090,OUS - Portland State University,PHY UP Professor,Faculty,Full-Time,"$72,972.00 "
58090,OUS - Portland State University,ADM UP Executive Assistant,Other professionals,Full-Time,"$40,008.00 "
58090,OUS - Portland State University,RSP UX Asc Dir Sponsrd Prjcts,Executive/Admin and managerial,Full-Time,"$100,008.00 "
58090,OUS - Portland State University,Custodian,Classified Staff,Full-Time,"$24,169.00 "
58090,OUS - Portland State University,TAD UT Salary Pool < .50,Faculty,Full-Time,"$19,992.00 "
58090,OUS - Portland State University,CMP UP Asst Prof,Faculty,Full-Time,"$97,452.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$16,277.00 "
58090,OUS - Portland State University,PHL UP Asst Professor,Faculty,Full-Time,"$43,605.00 "
58090,OUS - Portland State University,Registered Nurse 1,Classified Staff,Full-Time,"$71,904.00 "
58090,OUS - Portland State University,EAS UP Academic Advisor,Other professionals,Full-Time,"$49,656.00 "
58090,OUS - Portland State University,Environ Health Safety Pro 2,Classified Staff,Full-Time,"$51,541.00 "
58090,OUS - Portland State University,ESR UT Salary Pool < .50,Faculty,Part-Time,"$4,032.00 "
58090,OUS - Portland State University,SCH UP Asst Prof,Faculty,Full-Time,"$63,414.00 "
58090,OUS - Portland State University,UPA UP Sr Rsch Asc I,Faculty,Full-Time,"$46,224.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,DEV UX Adv Relationship Mgr,Other professionals,Full-Time,"$65,028.00 "
58090,OUS - Portland State University,FAO UP Federal WkStdy Coord,Other professionals,Full-Time,"$40,008.00 "
58090,OUS - Portland State University,OIT UU Asc Dir Enterprise Apps,Other professionals,Full-Time,"$85,008.00 "
58090,OUS - Portland State University,ATH UU AscAthDirBusinessOps,Other professionals,Full-Time,"$49,344.00 "
58090,OUS - Portland State University,CHE UP Asc Prof,Faculty,Full-Time,"$70,038.00 "
58090,OUS - Portland State University,CNF UP Assistant Professor,Faculty,Full-Time,"$54,196.00 "
58090,OUS - Portland State University,MTH UP Prof,Faculty,Full-Time,"$85,851.00 "
58090,OUS - Portland State University,EDU UP Asc Prof,Faculty,Full-Time,"$66,816.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$19,459.00 "
58090,OUS - Portland State University,Accountant 1,Classified Staff,Full-Time,"$25,772.00 "
58090,OUS - Portland State University,EDU UP Sr Instructor II,Faculty,Part-Time,"$15,778.00 "
58090,OUS - Portland State University,Early Childhood Asso Teacher,Classified Staff,Full-Time,"$24,323.00 "
58090,OUS - Portland State University,SOC UP Professor,Faculty,Full-Time,"$60,561.00 "
58090,OUS - Portland State University,ESR UP Rsch Asst,Faculty,Full-Time,"$49,692.00 "
58090,OUS - Portland State University,CCJ UP Academic Advisor,Other professionals,Full-Time,"$43,764.00 "
58090,OUS - Portland State University,EDU UT SPED Cohort Pool,Faculty,Part-Time,$833.00 
58090,OUS - Portland State University,OIA UP IntlStdnt & SEVISAdvisr,Other professionals,Full-Time,"$45,144.00 "
58090,OUS - Portland State University,CCJ UP Senior Instructor II,Faculty,Full-Time,"$54,495.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$37,127.00 "
58090,OUS - Portland State University,RRI UP Rsch Asc,Faculty,Full-Time,"$53,472.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$36,399.00 "
58090,OUS - Portland State University,ENG UT Salary Pool < .50,Faculty,Part-Time,"$3,684.00 "
58090,OUS - Portland State University,RRI UP Research Associate,Faculty,Full-Time,"$36,817.00 "
58090,OUS - Portland State University,ENG UP Assoc Prof,Faculty,Full-Time,"$94,239.00 "
58090,OUS - Portland State University,ESL UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,USP UP Program Administrator,Other professionals,Full-Time,"$37,503.00 "
58090,OUS - Portland State University,ART UP Asst Prof,Faculty,Full-Time,"$54,918.00 "
58090,OUS - Portland State University,ENG UP Asc Prof,Faculty,Full-Time,"$67,140.00 "
58090,OUS - Portland State University,DRS UT Hourly AFT,Faculty,Part-Time,"$16,978.00 "
58090,OUS - Portland State University,RRI UT Salary Pool < .50,Faculty,Part-Time,"$31,345.00 "
58090,OUS - Portland State University,ACS UX Asc Dir Career Center,Other professionals,Full-Time,"$63,432.00 "
58090,OUS - Portland State University,Administrative Program Assist,Classified Staff,Full-Time,"$29,972.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$24,169.00 "
58090,OUS - Portland State University,SCS UP Research Asst,Faculty,Full-Time,"$76,068.00 "
58090,OUS - Portland State University,SPA UP Grants&Agree Analyst,Other professionals,Full-Time,"$56,388.00 "
58090,OUS - Portland State University,FAP UU Shipping Mail Supervis,Service/Maintenance,Full-Time,"$55,104.00 "
58090,OUS - Portland State University,OSA UP CoordStdtVetServ,Other professionals,Full-Time,"$43,056.00 "
58090,OUS - Portland State University,EEN UP Professor,Faculty,Full-Time,"$119,727.00 "
58090,OUS - Portland State University,AUX UU StudentU&UnivEventsDir,Executive/Admin and managerial,Full-Time,"$78,372.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,SBA UX Assc Dean of Faculty,Executive/Admin and managerial,Full-Time,"$158,712.00 "
58090,OUS - Portland State University,SBA UP Dep Dir China Pgms,Other professionals,Full-Time,"$83,328.00 "
58090,OUS - Portland State University,Skilled Craft/Non-Teaching,Classified Staff,Full-Time,"$41,599.00 "
58090,OUS - Portland State University,Painter,Classified Staff,Full-Time,"$44,724.00 "
58090,OUS - Portland State University,ENG UT Salary Pool < .50,Faculty,Part-Time,"$3,684.00 "
58090,OUS - Portland State University,SSW UX Chf Actg&Bdgtry Officer,Other professionals,Full-Time,"$86,508.00 "
58090,OUS - Portland State University,Food Service Coordinator,Classified Staff,Full-Time,"$19,481.00 "
58090,OUS - Portland State University,Library Technician 2,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,FLL UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,EEN UP Asc Prof,Faculty,Full-Time,"$94,644.00 "
58090,OUS - Portland State University,SSW UT Salary Pool < .50,Faculty,Part-Time,"$1,950.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$42,514.00 "
58090,OUS - Portland State University,BAO UU Contract Officer PURCH,Other professionals,Full-Time,"$55,140.00 "
58090,OUS - Portland State University,"LIB UX Ast Univ Lib,AdminSrvcs",Executive/Admin and managerial,Full-Time,"$99,012.00 "
58090,OUS - Portland State University,ENG UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,"OMC UU Dir, Web Communications",Executive/Admin and managerial,Full-Time,"$93,696.00 "
58090,OUS - Portland State University,SPA UP Grants&Agree Analyst,Other professionals,Full-Time,"$56,388.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,EAS UP External Relations Coor,Other professionals,Full-Time,"$44,712.00 "
58090,OUS - Portland State University,CCF UP Sr Research Assistant I,Faculty,Full-Time,"$56,148.00 "
58090,OUS - Portland State University,TAD UT Salary Pool < .50,Faculty,Part-Time,"$17,394.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,OSA UX Dir of Retention DMSS,Other professionals,Full-Time,"$59,004.00 "
58090,OUS - Portland State University,PHE UP Program Coordinator,Other professionals,Full-Time,"$24,805.00 "
58090,OUS - Portland State University,CWP UP Instr CWEduCoordinator,Faculty,Full-Time,"$70,824.00 "
58090,OUS - Portland State University,CNF UP Professor,Faculty,Full-Time,"$86,184.00 "
58090,OUS - Portland State University,Research Analyst 1,Classified Staff,Full-Time,"$24,414.00 "
58090,OUS - Portland State University,MTH UP Prof,Faculty,Full-Time,"$90,072.00 "
58090,OUS - Portland State University,RRI UP Sr Research Assistant,Faculty,Full-Time,"$32,040.00 "
58090,OUS - Portland State University,EDU UP Admissions Advisor,Other professionals,Full-Time,"$51,228.00 "
58090,OUS - Portland State University,"SSW UX Dean,Sch Of Social Wor",Executive/Admin and managerial,Full-Time,"$165,000.00 "
58090,OUS - Portland State University,EDU UP Associate Professor,Faculty,Full-Time,"$36,757.00 "
58090,OUS - Portland State University,PHY UP Prof,Faculty,Full-Time,"$114,084.00 "
58090,OUS - Portland State University,SHC UX Director SHAC,Executive/Admin and managerial,Full-Time,"$193,997.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$45,591.00 "
58090,OUS - Portland State University,RRI UT Salary Pool < .50,Faculty,Part-Time,"$23,751.00 "
58090,OUS - Portland State University,ECN UP Sr Economist,Faculty,Full-Time,"$48,852.00 "
58090,OUS - Portland State University,CEN UT Salary Pool < .50,Faculty,Part-Time,"$5,000.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,ESL UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,DEV UU Asst VP for Development,Executive/Admin and managerial,Full-Time,"$130,008.00 "
58090,OUS - Portland State University,SBA UP Academic Advisor,Other professionals,Full-Time,"$40,008.00 "
58090,OUS - Portland State University,Custodian,Classified Staff,Part-Time,"$6,042.00 "
58090,OUS - Portland State University,EMP UP Rsch Assist,Faculty,Full-Time,"$58,812.00 "
58090,OUS - Portland State University,SBA UX ExecDir Ctr Real Estate,Other professionals,Full-Time,"$75,006.00 "
58090,OUS - Portland State University,HST UT Salary Pool < .50,Faculty,Part-Time,"$6,664.00 "
58090,OUS - Portland State University,FAP UX Systems Services Mngr,Executive/Admin and managerial,Full-Time,"$88,008.00 "
58090,OUS - Portland State University,EDU UT SPED Cohort Pool,Faculty,Part-Time,"$1,666.00 "
58090,OUS - Portland State University,OAA UX Dir RnldMcNair/Ast Prof,Executive/Admin and managerial,Full-Time,"$74,136.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$4,998.00 "
58090,OUS - Portland State University,Budget Analyst,Classified Staff,Full-Time,"$62,412.00 "
58090,OUS - Portland State University,ECE UX Department Manager,Other professionals,Full-Time,"$50,004.00 "
58090,OUS - Portland State University,PSY UP Professor,Faculty,Full-Time,"$94,674.00 "
58090,OUS - Portland State University,Office Specialist 1,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,ART UP Assistant Professor,Faculty,Full-Time,"$54,918.00 "
58090,OUS - Portland State University,EDC UT Salary Pool Cohort Sup,Faculty,Part-Time,$665.00 
58090,OUS - Portland State University,DEV UU Sr Dir of Advanc Serv,Executive/Admin and managerial,Full-Time,"$98,004.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,EDC UT Salary Pool Cohort Sup,Faculty,Part-Time,$499.00 
58090,OUS - Portland State University,OSA UX Executive Office Coord,Clerical and secretarial,Full-Time,"$43,488.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,"$4,998.00 "
58090,OUS - Portland State University,ESL UP Instructor,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,EDU UX Exec Asst to Dean,Clerical and secretarial,Full-Time,"$48,036.00 "
58090,OUS - Portland State University,FLL UP Professor,Faculty,Full-Time,"$85,059.00 "
58090,OUS - Portland State University,USP UT Salary Pool < .50,Faculty,Part-Time,"$2,072.00 "
58090,OUS - Portland State University,ATH UU Asst Media Relation Dir,Other professionals,Full-Time,"$34,116.00 "
58090,OUS - Portland State University,ENG UP Assoc Prof,Faculty,Full-Time,"$60,507.00 "
58090,OUS - Portland State University,Administrative Program Spec,Classified Staff,Full-Time,"$46,980.00 "
58090,OUS - Portland State University,ENG UP Assistant Professor,Faculty,Full-Time,"$60,507.00 "
58090,OUS - Portland State University,Custodian,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,GLG UP Asc Prof,Faculty,Full-Time,"$69,822.00 "
58090,OUS - Portland State University,CCF UP Continuing Edu Coord,Other professionals,Full-Time,"$46,128.00 "
58090,OUS - Portland State University,BIO UP Prof,Faculty,Full-Time,"$96,156.00 "
58090,OUS - Portland State University,SBA UU Major Gifts Officer,Other professionals,Full-Time,"$55,922.00 "
58090,OUS - Portland State University,ATH UU Head Volleyball Coach,Other professionals,Full-Time,"$77,208.00 "
58090,OUS - Portland State University,LAS UP Academic Advisor,Other professionals,Full-Time,"$45,144.00 "
58090,OUS - Portland State University,SPD UP Assistant Professor,Faculty,Full-Time,"$71,316.00 "
58090,OUS - Portland State University,GEN UU Asst General Counsel,Other professionals,Full-Time,"$130,008.00 "
58090,OUS - Portland State University,OIA UP Intnl Faculty Advisor,Other professionals,Full-Time,"$33,858.00 "
58090,OUS - Portland State University,ESL UT Salary Pool < .50,Faculty,Part-Time,"$6,664.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$27,846.00 "
58090,OUS - Portland State University,EDU UP Prof,Faculty,Full-Time,"$94,779.00 "
58090,OUS - Portland State University,EDU UT SPED Cohort Pool,Faculty,Part-Time,"$1,250.00 "
58090,OUS - Portland State University,JUS UP Sr Instructor II PR,Faculty,Full-Time,"$24,755.00 "
58090,OUS - Portland State University,FAO UP Student Loan Prog Coord,Other professionals,Full-Time,"$47,160.00 "
58090,OUS - Portland State University,ART UP Asst Prof,Faculty,Full-Time,"$54,918.00 "
58090,OUS - Portland State University,ENG UP Writing Center Coord,Other professionals,Full-Time,"$56,868.00 "
58090,OUS - Portland State University,FAP UU Maint & Landscpe Sprvsr,Service/Maintenance,Full-Time,"$61,212.00 "
58090,OUS - Portland State University,Electrician,Classified Staff,Full-Time,"$55,909.00 "
58090,OUS - Portland State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$60,048.00 "
58090,OUS - Portland State University,GGR UP Asc Prof,Faculty,Full-Time,"$70,335.00 "
58090,OUS - Portland State University,UPA UX AsstDean Finance&Admin,Other professionals,Full-Time,"$93,012.00 "
58090,OUS - Portland State University,MUS UP Asc Prof,Faculty,Full-Time,"$70,920.00 "
58090,OUS - Portland State University,NPC UX DeputyDirforORprgms,Executive/Admin and managerial,Full-Time,"$95,376.00 "
58090,OUS - Portland State University,PHE UT Salary Pool < .50,Faculty,Part-Time,"$4,998.00 "
58090,OUS - Portland State University,CCF UP Reseach Asst Professor,Faculty,Full-Time,"$76,980.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$20,507.00 "
58090,OUS - Portland State University,Administrative Program Spec,Classified Staff,Full-Time,"$35,463.00 "
58090,OUS - Portland State University,GGR UP Asst Prof,Faculty,Full-Time,"$63,558.00 "
58090,OUS - Portland State University,Administrative Program Spec,Classified Staff,Full-Time,"$46,986.00 "
58090,OUS - Portland State University,FAP UU Constr Project Manager,Skilled crafts,Full-Time,"$86,304.00 "
58090,OUS - Portland State University,LIN UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,Environ Health Safety Pro 3,Classified Staff,Full-Time,"$68,604.00 "
58090,OUS - Portland State University,SSW UT Salary Pool < .50,Faculty,Part-Time,"$2,688.00 "
58090,OUS - Portland State University,DRS UT 12m Salary Pool < .5,Faculty,Part-Time,"$12,361.00 "
58090,OUS - Portland State University,PSY UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,CWP UP Research Associate,Faculty,Full-Time,"$32,058.00 "
58090,OUS - Portland State University,RSP UP Policy Analyst,Other professionals,Full-Time,"$51,228.00 "
58090,OUS - Portland State University,Psychometrician,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,ECE UP Asc Prof,Faculty,Full-Time,"$89,838.00 "
58090,OUS - Portland State University,LIB UP Ref Lib/InfoConsult UPA,Other professionals,Full-Time,"$67,572.00 "
58090,OUS - Portland State University,CWP UP Sr Research Associate I,Faculty,Full-Time,"$59,616.00 "
58090,OUS - Portland State University,Office Specialist 1,Classified Staff,Full-Time,"$33,945.00 "
58090,OUS - Portland State University,AUX UU Box Office Manager,Other professionals,Full-Time,"$47,508.00 "
58090,OUS - Portland State University,IAS UP Accessibility Specialis,Other professionals,Full-Time,"$33,858.00 "
58090,OUS - Portland State University,LIB UP Engineering Librarian,Other professionals,Full-Time,"$80,724.00 "
58090,OUS - Portland State University,SOC UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,ARC UP Asst Prof,Faculty,Full-Time,"$65,025.00 "
58090,OUS - Portland State University,SBA UP Dir Grad Adm/Acad Adv,Other professionals,Full-Time,"$50,400.00 "
58090,OUS - Portland State University,Custodian,Classified Staff,Part-Time,"$7,251.00 "
58090,OUS - Portland State University,DEV UU Corp&FoundRelationCoord,Other professionals,Full-Time,"$45,300.00 "
58090,OUS - Portland State University,SSW UP Assistant Professor,Faculty,Full-Time,"$43,056.00 "
58090,OUS - Portland State University,EAS UT Hourly AFT,Faculty,Part-Time,"$21,841.00 "
58090,OUS - Portland State University,EDU UP CEED Marketing Coord,Other professionals,Full-Time,"$52,248.00 "
58090,OUS - Portland State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$59,364.00 "
58090,OUS - Portland State University,DEV UU Dir of Dev EDU,Other professionals,Full-Time,"$81,012.00 "
58090,OUS - Portland State University,OAA UP Pgm Admn McNairScholars,Other professionals,Full-Time,"$45,144.00 "
58090,OUS - Portland State University,EDU UT SPED Cohort Pool,Faculty,Part-Time,"$2,499.00 "
58090,OUS - Portland State University,PSY UX Department Manager,Other professionals,Full-Time,"$59,700.00 "
58090,OUS - Portland State University,HST UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,EEN UP Professor,Faculty,Full-Time,"$123,489.00 "
58090,OUS - Portland State University,FLL UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,ENG UT Salary Pool < .50,Faculty,Part-Time,"$3,684.00 "
58090,OUS - Portland State University,OAI UP Instructional Designer,Other professionals,Full-Time,"$63,792.00 "
58090,OUS - Portland State University,POL UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,CCF UP Business Coordinator,Other professionals,Full-Time,"$55,008.00 "
58090,OUS - Portland State University,FLL UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,TAD UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,"$1,666.00 "
58090,OUS - Portland State University,UGE UP Instructor NR,Faculty,Full-Time,"$41,589.00 "
58090,OUS - Portland State University,Custodian,Classified Staff,Part-Time,"$7,251.00 "
58090,OUS - Portland State University,CHE UP Prof,Faculty,Full-Time,"$102,123.00 "
58090,OUS - Portland State University,Library Technician 3,Classified Staff,Full-Time,"$44,719.00 "
58090,OUS - Portland State University,IDM UP Research Ctr Coord,Other professionals,Full-Time,"$48,576.00 "
58090,OUS - Portland State University,PSY UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,TAD UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,USP UT Salary Pool < .50,Faculty,Part-Time,"$2,631.00 "
58090,OUS - Portland State University,FLL UP Professor,Faculty,Full-Time,"$89,892.00 "
58090,OUS - Portland State University,HRC UU AscDirforHRBenefits,Executive/Admin and managerial,Full-Time,"$83,016.00 "
58090,OUS - Portland State University,MUS UP Asc Prof,Faculty,Full-Time,"$65,637.00 "
58090,OUS - Portland State University,ISS UP CommunicationsCoord,Other professionals,Full-Time,"$41,016.00 "
58090,OUS - Portland State University,ENG UP Asst Prof,Faculty,Full-Time,"$58,842.00 "
58090,OUS - Portland State University,Campus Sec/Public Sfty Officer,Classified Staff,Full-Time,"$33,945.00 "
58090,OUS - Portland State University,XCE UP Rsch Asc,Faculty,Full-Time,"$57,072.00 "
58090,OUS - Portland State University,"ADM UX Asc Registrar, Reg&Rec",Other professionals,Full-Time,"$61,008.00 "
58090,OUS - Portland State University,PHE UT Salary Pool < .50,Faculty,Part-Time,"$4,165.00 "
58090,OUS - Portland State University,HON UP Asst Prof,Faculty,Full-Time,"$61,506.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,"$2,499.00 "
58090,OUS - Portland State University,COM UT Salary Pool <.50,Faculty,Part-Time,"$1,666.00 "
58090,OUS - Portland State University,Library Technician 2,Classified Staff,Full-Time,"$28,745.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,SOC UT Salary Pool < .50,Faculty,Part-Time,"$3,768.00 "
58090,OUS - Portland State University,EDC UT Salary Pool Cohort Sup,Faculty,Part-Time,$166.00 
58090,OUS - Portland State University,EDU UP Prof,Faculty,Full-Time,"$87,390.00 "
58090,OUS - Portland State University,OIT UU Admin Services Manager,Clerical and secretarial,Full-Time,"$60,516.00 "
58090,OUS - Portland State University,Skilled Craft/Non-Teaching,Classified Staff,Full-Time,"$41,599.00 "
58090,OUS - Portland State University,TAD UT Salary Pool < .50,Faculty,Part-Time,"$6,664.00 "
58090,OUS - Portland State University,MEN UP Asc Prof,Faculty,Full-Time,"$94,779.00 "
58090,OUS - Portland State University,EAS UP Communications Director,Other professionals,Full-Time,"$64,032.00 "
58090,OUS - Portland State University,ECN UP Dept Manager,Other professionals,Full-Time,"$55,548.00 "
58090,OUS - Portland State University,CHE UP Professor,Faculty,Full-Time,"$119,862.00 "
58090,OUS - Portland State University,ENG UT Salary Pool < .50,Faculty,Part-Time,"$3,684.00 "
58090,OUS - Portland State University,RRI UP AdmCoor/TrngTechAsstnce,Other professionals,Full-Time,"$52,896.00 "
58090,OUS - Portland State University,RRI UX Director RRI/ Professor,Executive/Admin and managerial,Full-Time,"$91,611.00 "
58090,OUS - Portland State University,Campus Sec/Public Sfty Officer,Classified Staff,Full-Time,"$35,463.00 "
58090,OUS - Portland State University,Accountant 1,Classified Staff,Full-Time,"$51,541.00 "
58090,OUS - Portland State University,"ATH UU Head Coach, Football",Other professionals,Full-Time,"$180,000.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,Early Childhood Assistant,Classified Staff,Part-Time,"$12,668.00 "
